"exp";"alg";"sco";"best";"iter";"mean";"median";"sd"
"16";"hc";"k2";"0.0636129613692289";"100";"0.23";"0.06";"0.51"
"16";"hc";"aic";"0.0251801406085304";"100";"0.2";"0.03";"0.53"
"16";"hc";"bic";"0.0015420094791414";"100";"0.18";"0";"0.53"
"16";"hc";"bds";"0.05751140917993";"100";"0.23";"0.06";"0.53"
"16";"tabu";"k2";"0.0126047734761572";"100";"0.19";"0.01";"0.56"
"16";"tabu";"aic";"0.0153761217519111";"100";"0.19";"0.02";"0.54"
"16";"tabu";"bic";"5.54553183012008e-05";"100";"0.18";"0";"0.54"
"16";"tabu";"bds";"0.0398413354782423";"100";"0.21";"0.04";"0.51"
"17";"hc";"k2";"0.011926667697153";"100";"0.19";"0.01";"0.54"
"17";"hc";"aic";"0.0082212818749845";"100";"0.19";"0.01";"0.55"
"17";"hc";"bic";"1.15915823259982e-05";"100";"0.18";"0";"0.54"
"17";"hc";"bds";"0.0511917090310541";"100";"0.22";"0.05";"0.51"
"17";"tabu";"k2";"0.000899466053402964";"100";"0.18";"0";"0.54"
"17";"tabu";"aic";"0.00826654589601805";"100";"0.19";"0.01";"0.54"
"17";"tabu";"bic";"5.54553183012008e-05";"100";"0.18";"0";"0.55"
"17";"tabu";"bds";"0.0104761327599494";"100";"0.19";"0.01";"0.53"
"18";"hc";"k2";"0.0305149322086899";"100";"0.21";"0.03";"0.54"
"18";"hc";"aic";"0.00106695573564197";"100";"0.18";"0";"0.53"
"18";"hc";"bic";"0.00711099442025831";"100";"0.18";"0.01";"0.54"
"18";"hc";"bds";"0.0260452818432884";"100";"0.21";"0.03";"0.55"
"18";"tabu";"k2";"0.00424411401687763";"100";"0.19";"0";"0.55"
"18";"tabu";"aic";"0.0506010984500658";"100";"0.22";"0.05";"0.53"
"18";"tabu";"bic";"0.000264879420371233";"100";"0.17";"0";"0.52"
"18";"tabu";"bds";"0.0254729204282138";"100";"0.2";"0.03";"0.53"
"19";"hc";"k2";"0.00933216997216624";"100";"0.19";"0.01";"0.55"
"19";"hc";"aic";"0.00257180269122714";"100";"0.18";"0";"0.54"
"19";"hc";"bic";"5.54553183012008e-05";"100";"0.18";"0";"0.53"
"19";"hc";"bds";"0.0612697444719945";"100";"0.24";"0.06";"0.53"
"19";"tabu";"k2";"0.00878507901760672";"100";"0.18";"0.01";"0.53"
"19";"tabu";"aic";"0.000413161462140543";"100";"0.18";"0";"0.56"
"19";"tabu";"bic";"0.00425112044375142";"100";"0.18";"0";"0.52"
"19";"tabu";"bds";"0.0036919535380644";"100";"0.18";"0";"0.54"
"20";"hc";"k2";"0.0532784523936871";"100";"0.22";"0.05";"0.53"
"20";"hc";"aic";"0.0209507555801625";"100";"0.19";"0.02";"0.51"
"20";"hc";"bic";"5.72332417152488e-05";"100";"0.17";"0";"0.53"
"20";"hc";"bds";"0.0940789744821466";"100";"0.27";"0.09";"0.54"
"20";"tabu";"k2";"0.0480260345788879";"100";"0.25";"0.08";"0.52"
"20";"tabu";"aic";"0.000660463839141423";"100";"0.18";"0";"0.53"
"20";"tabu";"bic";"0.00038845347030203";"100";"0.18";"0";"0.54"
"20";"tabu";"bds";"0.0971297785491947";"100";"0.26";"0.1";"0.49"
