"mean";"median";"sd";"best";"worst";"score"
2.66;2.6;0.3;3.7;1.8;NA
2.8;2.8;0.3;3.8;1.8;NA
2.92;2.9;0.31;3.9;1.8;NA
3.03;3;0.33;4;1.6;NA
3.17;3.2;0.34;4;1.7;NA
3.28;3.3;0.36;4.1;1.7;NA
3.39;3.4;0.4;4.2;1.6;NA
3.5;3.6;0.45;4.3;1.6;NA
3.61;3.7;0.46;4.4;1.5;NA
3.72;3.8;0.48;4.5;1.7;NA
3.82;3.9;0.51;4.6;1.9;NA
3.92;4;0.52;4.6;1.8;NA
4;4.1;0.55;4.7;1.5;NA
4.08;4.2;0.58;4.7;1.7;NA
4.15;4.3;0.6;4.7;1.6;NA
4.23;4.4;0.59;4.7;1.6;NA
4.29;4.5;0.63;4.8;1.4;NA
4.34;4.5;0.65;4.8;1.6;NA
4.39;4.6;0.66;4.8;1.7;NA
4.45;4.6;0.63;4.8;1.6;NA
4.47;4.7;0.67;4.9;1.9;NA
4.51;4.7;0.64;4.9;2.1;NA
4.51;4.7;0.72;4.9;1.5;NA
4.54;4.8;0.69;4.9;1.7;NA
4.57;4.8;0.67;4.9;1.8;NA
4.58;4.8;0.71;4.9;1.8;NA
4.58;4.8;0.72;4.9;1.7;NA
4.59;4.8;0.75;4.9;1.5;NA
4.62;4.8;0.71;4.9;1.7;NA
4.63;4.9;0.75;4.9;1.4;NA
4.65;4.9;0.74;4.9;1.7;NA
4.66;4.9;0.72;4.9;1.7;NA
4.65;4.9;0.76;4.9;1.6;NA
4.66;4.9;0.73;5;1.5;NA
