"mean";"median";"sd";"best";"worst";"score"
2.2;2.2;0.29;3.2;1.4;NA
2.35;2.3;0.3;3.2;1.1;NA
2.47;2.4;0.34;3.5;1.1;NA
2.61;2.6;0.35;3.5;1.4;NA
2.73;2.7;0.36;3.5;1.3;NA
2.86;2.9;0.38;3.7;1;NA
2.96;3;0.44;3.9;1;NA
3.08;3.1;0.46;4;1.3;NA
3.2;3.3;0.49;4.1;1.4;NA
3.32;3.4;0.5;4.2;1.3;NA
3.43;3.5;0.55;4.2;1;NA
3.54;3.7;0.57;4.3;1.2;NA
3.63;3.8;0.61;4.4;1.2;NA
3.73;3.9;0.62;4.5;1;NA
3.82;4;0.65;4.5;1.2;NA
3.9;4.1;0.68;4.5;1;NA
3.97;4.2;0.71;4.5;1.1;NA
4.04;4.2;0.71;4.5;1.2;NA
4.11;4.3;0.72;4.5;0.9;NA
4.15;4.4;0.74;4.5;1.3;NA
4.19;4.4;0.76;4.5;1;NA
4.23;4.5;0.74;4.5;1.3;NA
4.24;4.5;0.76;4.5;1.1;NA
4.26;4.5;0.73;4.5;1.1;NA
4.25;4.5;0.76;4.5;1.3;NA
4.25;4.5;0.76;4.5;1.3;NA
4.25;4.5;0.76;5;1.3;NA
