"mean";"median";"sd";"best";"worst";"score"
2.69;2.7;0.28;3.4;1.8;NA
2.81;2.8;0.28;3.6;1.5;NA
2.93;2.9;0.27;3.6;1.9;NA
3.04;3.1;0.31;4;1.8;NA
3.16;3.2;0.3;4.3;1.8;NA
3.25;3.3;0.32;4.3;1.7;NA
3.34;3.4;0.36;4.5;1.6;NA
3.41;3.4;0.39;4.5;1.7;NA
3.49;3.5;0.42;4.5;1.7;NA
3.58;3.6;0.48;4.5;1.8;NA
3.71;3.8;0.5;4.6;1.4;NA
3.85;4;0.52;4.6;2;NA
3.98;4;0.53;4.6;1.8;NA
4.08;4.2;0.58;4.9;1.4;NA
4.17;4.4;0.61;4.9;1.6;NA
4.27;4.5;0.61;4.9;1.7;NA
4.31;4.5;0.64;4.9;1.6;NA
4.36;4.5;0.61;4.9;2;NA
4.38;4.5;0.66;4.9;1.8;NA
4.44;4.6;0.68;4.9;1.7;NA
4.5;4.6;0.7;4.9;1.7;NA
4.57;4.9;0.72;4.9;1.8;NA
4.63;4.9;0.72;4.9;1.8;NA
4.64;4.9;0.78;4.9;1.5;NA
4.67;4.9;0.71;4.9;1.6;NA
4.67;4.9;0.71;4.9;1.8;NA
4.65;4.9;0.76;4.9;1.5;NA
4.66;4.9;0.74;4.9;1.6;NA
4.66;4.9;0.72;5;1.5;NA
