"mean";"median";"sd";"best";"worst";"score"
2.18;2.2;0.29;3.1;1.1;NA
2.31;2.3;0.26;3.1;1.5;NA
2.42;2.4;0.3;3.3;1;NA
2.51;2.5;0.3;3.3;1.2;NA
2.61;2.6;0.3;3.3;1.2;NA
2.7;2.7;0.34;3.4;1.1;NA
2.79;2.9;0.35;3.8;1.1;NA
2.9;2.9;0.34;3.9;1.3;NA
2.97;3.1;0.38;3.9;1.5;NA
3.05;3.1;0.39;3.9;1.2;NA
3.12;3.2;0.46;4;1;NA
3.21;3.3;0.45;4;1.3;NA
3.3;3.3;0.48;4.1;1.5;NA
3.4;3.4;0.53;4.1;1.1;NA
3.5;3.7;0.57;4.2;1.1;NA
3.61;3.8;0.58;4.2;1.2;NA
3.69;3.8;0.6;4.4;1;NA
3.75;3.9;0.61;4.4;1.2;NA
3.8;4;0.63;4.4;0.9;NA
3.86;4;0.62;4.5;1;NA
3.89;4.1;0.64;4.5;1.3;NA
3.93;4.1;0.64;4.5;1.3;NA
3.97;4.1;0.68;4.5;1.1;NA
4.01;4.2;0.7;4.5;1.1;NA
4.08;4.2;0.7;4.5;1.3;NA
4.13;4.4;0.72;5;1.4;NA
