"mean";"median";"sd";"best";"worst";"score"
2.64;2.6;0.28;3.7;1.4;NA
2.77;2.7;0.27;3.8;1.7;NA
2.89;2.9;0.28;3.8;1.8;NA
2.98;3;0.29;3.8;1.7;NA
3.08;3.1;0.32;3.9;1.3;NA
3.18;3.2;0.35;4.1;1.3;NA
3.28;3.3;0.35;4.1;1.6;NA
3.36;3.4;0.38;4.1;1.5;NA
3.46;3.5;0.39;4.4;1.6;NA
3.53;3.5;0.39;4.4;1.9;NA
3.6;3.7;0.43;4.4;1.7;NA
3.68;3.8;0.44;4.4;1.8;NA
3.74;3.9;0.43;4.4;1.9;NA
3.79;3.9;0.45;4.4;1.9;NA
3.86;3.9;0.47;4.4;1.8;NA
3.92;3.9;0.52;4.8;1.7;NA
4.01;4.1;0.54;4.8;1.7;NA
4.09;4.4;0.58;4.8;1.6;NA
4.19;4.4;0.54;4.8;1.6;NA
4.23;4.4;0.58;4.8;2;NA
4.24;4.4;0.59;4.8;1.8;NA
4.27;4.4;0.61;4.8;1.9;NA
4.31;4.4;0.62;4.8;1.9;NA
4.37;4.4;0.69;5;1.4;NA
