"mean";"median";"sd";"best";"worst";"score"
2.19;2.2;0.28;3.3;1.3;NA
2.33;2.3;0.31;3.4;0.9;NA
2.47;2.4;0.33;3.6;1;NA
2.61;2.6;0.35;3.7;1.3;NA
2.75;2.7;0.36;3.7;1.1;NA
2.87;2.9;0.42;3.9;1.1;NA
3;3;0.44;3.9;1.3;NA
3.13;3.2;0.46;4.2;1.2;NA
3.25;3.3;0.46;4.2;1.3;NA
3.37;3.4;0.49;4.2;1.4;NA
3.46;3.5;0.55;4.3;1.1;NA
3.57;3.7;0.56;4.3;1.3;NA
3.66;3.8;0.6;4.4;1.2;NA
3.74;3.9;0.66;4.5;1.2;NA
3.84;4;0.64;4.5;1.1;NA
3.91;4.1;0.65;4.5;1.1;NA
3.98;4.2;0.68;4.5;1.2;NA
4.03;4.2;0.72;4.5;1.1;NA
4.09;4.3;0.72;4.5;1.1;NA
4.14;4.4;0.73;4.5;1.1;NA
4.19;4.4;0.73;4.5;1.1;NA
4.22;4.5;0.75;4.5;1.2;NA
4.24;4.5;0.75;4.5;1.1;NA
4.25;4.5;0.76;4.5;1.4;NA
4.26;4.5;0.74;4.5;1.3;NA
4.26;4.5;0.75;4.5;1.1;NA
4.26;4.5;0.75;4.5;1.2;NA
4.25;4.5;0.76;4.5;1.2;NA
4.25;4.5;0.76;4.5;1.2;NA
4.25;4.5;0.75;4.5;0.9;NA
4.25;4.5;0.77;4.5;1.2;NA
4.25;4.5;0.77;5;1.3;NA
