"exp";"alg";"sco";"best";"iter";"mean";"median";"sd"
"6";"hc";"bic";"5";"24";"4.97";"5";"0.12"
"6";"hc";"bds";"5";"21";"4.97";"5";"0.11"
"6";"tabu";"k2";"5";"4";"4.91";"4.94";"0.14"
"6";"tabu";"aic";"5";"31";"4.97";"5";"0.13"
"6";"tabu";"bic";"5";"24";"4.97";"5";"0.12"
"6";"tabu";"bds";"5";"25";"4.97";"5";"0.13"
"7";"hc";"k2";"5";"2";"4.87";"4.9";"0.13"
"7";"hc";"aic";"5";"32";"4.97";"5";"0.12"
"7";"hc";"bic";"5";"30";"4.97";"5";"0.1"
"7";"hc";"bds";"5";"29";"4.97";"5";"0.15"
"7";"tabu";"k2";"5";"37";"4.97";"5";"0.14"
"7";"tabu";"aic";"5";"30";"4.97";"5";"0.11"
"7";"tabu";"bic";"5";"39";"4.98";"5";"0.09"
"7";"tabu";"bds";"5";"26";"4.97";"5";"0.1"
"8";"hc";"k2";"5";"10";"4.95";"4.98";"0.14"
"8";"hc";"aic";"5";"29";"4.96";"5";"0.15"
"8";"hc";"bic";"5";"31";"4.98";"5";"0.09"
"8";"hc";"bds";"5";"21";"4.97";"5";"0.09"
"8";"tabu";"k2";"5";"29";"4.97";"5";"0.11"
"8";"tabu";"aic";"5";"25";"4.97";"5";"0.13"
"8";"tabu";"bic";"5";"34";"4.97";"5";"0.13"
"8";"tabu";"bds";"5";"29";"4.97";"5";"0.12"
"9";"hc";"k2";"5";"12";"4.97";"4.99";"0.08"
"9";"hc";"aic";"5";"28";"4.97";"5";"0.12"
"9";"hc";"bic";"5";"28";"4.97";"5";"0.13"
"9";"hc";"bds";"5";"21";"4.97";"5";"0.12"
"9";"tabu";"k2";"5";"19";"4.97";"5";"0.12"
"9";"tabu";"aic";"5";"22";"4.97";"5";"0.13"
"9";"tabu";"bic";"5";"31";"4.97";"5";"0.14"
"9";"tabu";"bds";"5";"25";"4.97";"5";"0.11"
"10";"hc";"k2";"5";"9";"4.96";"4.98";"0.09"
"10";"hc";"aic";"5";"33";"4.97";"5";"0.14"
"10";"hc";"bic";"5";"33";"4.97";"5";"0.14"
"10";"hc";"bds";"5";"35";"4.96";"5";"0.16"
"10";"tabu";"k2";"5";"10";"4.96";"4.98";"0.12"
"10";"tabu";"aic";"5";"41";"4.98";"5";"0.08"
"10";"tabu";"bic";"5";"30";"4.96";"5";"0.17"
"10";"tabu";"bds";"5";"23";"4.97";"5";"0.09"
"11";"hc";"k2";"5";"4";"4.92";"4.94";"0.1"
"11";"hc";"aic";"5";"26";"4.97";"5";"0.13"
"11";"hc";"bic";"5";"26";"4.97";"5";"0.1"
"11";"hc";"bds";"5";"26";"4.97";"5";"0.1"
"11";"tabu";"k2";"5";"4";"4.92";"4.94";"0.09"
"11";"tabu";"aic";"5";"30";"4.97";"5";"0.12"
"11";"tabu";"bic";"5";"30";"4.98";"5";"0.1"
"11";"tabu";"bds";"5";"35";"4.98";"5";"0.09"
"12";"hc";"k2";"5";"6";"4.94";"4.97";"0.1"
"12";"hc";"aic";"5";"26";"4.97";"5";"0.13"
"12";"hc";"bic";"5";"26";"4.97";"5";"0.12"
"12";"hc";"bds";"5";"26";"4.97";"5";"0.1"
"12";"tabu";"k2";"5";"39";"4.97";"5";"0.1"
"12";"tabu";"aic";"5";"28";"4.98";"5";"0.1"
"12";"tabu";"bic";"5";"27";"4.97";"5";"0.14"
"12";"tabu";"bds";"5";"30";"4.97";"5";"0.1"
"13";"hc";"k2";"5";"2";"4.88";"4.9";"0.11"
"13";"hc";"aic";"5";"23";"4.97";"5";"0.13"
"13";"hc";"bic";"5";"36";"4.97";"5";"0.13"
