"mean";"median";"sd";"best";"worst";"score"
2.2;2.2;0.3;3.5;1.6;NA
2.32;2.3;0.29;3.5;1.1;NA
2.42;2.4;0.31;3.5;1;NA
2.53;2.5;0.32;3.5;1.3;NA
2.63;2.6;0.34;3.5;1.4;NA
2.74;2.7;0.34;3.5;1.3;NA
2.84;2.9;0.39;3.7;1.3;NA
2.94;3;0.39;3.7;1.4;NA
3.04;3.1;0.41;3.8;1.3;NA
3.13;3.2;0.46;4.1;1;NA
3.22;3.3;0.46;4.1;1.1;NA
3.31;3.4;0.5;4.1;1;NA
3.4;3.5;0.52;4.1;1.3;NA
3.49;3.6;0.54;4.3;1.2;NA
3.58;3.7;0.54;4.3;1.3;NA
3.66;3.8;0.6;4.3;1;NA
3.75;3.9;0.6;4.3;1.2;NA
3.81;4;0.63;4.3;1.4;NA
3.87;4.1;0.66;4.3;0.9;NA
3.94;4.1;0.67;4.5;1.2;NA
4;4.2;0.67;4.5;1.4;NA
4.03;4.3;0.71;4.5;1;NA
4.08;4.3;0.66;4.5;1.2;NA
4.1;4.3;0.71;4.5;1.2;NA
4.1;4.3;0.75;4.5;1.1;NA
4.13;4.4;0.75;4.5;1.1;NA
4.18;4.4;0.71;4.5;1.3;NA
4.2;4.4;0.73;4.5;1.3;NA
4.21;4.5;0.76;4.5;1.1;NA
4.23;4.5;0.76;4.5;1;NA
4.25;4.5;0.77;4.5;1.1;NA
4.26;4.5;0.74;4.5;1.3;NA
4.25;4.5;0.76;4.5;1.3;NA
4.26;4.5;0.72;4.5;1.3;NA
4.25;4.5;0.75;4.5;1.2;NA
4.26;4.5;0.74;5;1.3;NA
